index,season,player,team,innings,balls,overs,runs_conceeded,wickets,economy,average,strike_rate
72585,2022,NM Coulter-Nile,Rajasthan Royals,1,19,3.1,48,,15.16,,
72592,2022,R Ashwin,Rajasthan Royals,17,402,67.0,503,12.0,7.51,41.92,33.5
72598,2022,YS Chahal,Rajasthan Royals,17,408,68.0,527,27.0,7.75,19.52,15.11
72667,2022,R Parag,Rajasthan Royals,4,24,4.0,59,1.0,14.75,59.0,24.0
72794,2022,TG Southee,Kolkata Knight Riders,9,210,35.0,275,14.0,7.86,19.64,15.0
72901,2022,VR Iyer,Kolkata Knight Riders,4,24,4.0,46,,11.5,,
72922,2022,AJ Tye,Lucknow Super Giants,3,66,11.0,107,2.0,9.73,53.5,33.0
73032,2022,Mukesh Choudhary,Chennai Super Kings,13,273,45.3,424,16.0,9.32,26.5,17.06
73075,2022,MM Ali,Chennai Super Kings,10,143,23.5,158,8.0,6.63,19.75,17.88
73095,2022,D Pretorius,Chennai Super Kings,6,126,21.0,210,6.0,10.0,35.0,21.0
73285,2022,K Rabada,Punjab Kings,13,288,48.0,406,23.0,8.46,17.65,12.52
73407,2022,KA Pollard,Mumbai Indians,6,84,14.0,125,4.0,8.93,31.25,21.0
73516,2022,Navdeep Saini,Rajasthan Royals,2,36,6.0,72,3.0,12.0,24.0,12.0
73627,2022,Mustafizur Rahman,Delhi Capitals,8,192,32.0,244,8.0,7.62,30.5,24.0
73818,2022,V Shankar,Gujarat Titans,2,9,1.3,15,,10.0,,
73831,2022,R Tewatia,Gujarat Titans,5,36,6.0,76,1.0,12.67,76.0,36.0
73881,2022,CJ Jordan,Chennai Super Kings,4,77,12.5,135,2.0,10.52,67.5,38.5
74007,2022,VG Arora,Punjab Kings,5,107,17.5,164,3.0,9.2,54.67,35.67
74161,2022,Abdul Samad,Sunrisers Hyderabad,1,6,1.0,8,,8.0,,
74240,2022,JO Holder,Lucknow Super Giants,12,249,41.3,391,14.0,9.42,27.93,17.79
74612,2022,YBK Jaiswal,Rajasthan Royals,1,1,0.1,6,,36.0,,
74619,2022,Rasikh Salam,Kolkata Knight Riders,2,24,4.0,28,,7.0,,
74643,2022,PJ Cummins,Kolkata Knight Riders,5,119,19.5,212,7.0,10.69,30.29,17.0
74770,2022,Tilak Varma,Mumbai Indians,2,12,2.0,13,,6.5,,
74837,2022,K Gowtham,Lucknow Super Giants,4,72,12.0,99,5.0,8.25,19.8,14.4
74980,2022,A Nortje,Delhi Capitals,6,135,22.3,217,9.0,9.64,24.11,15.0
75119,2022,DG Nalkande,Gujarat Titans,2,31,5.1,59,2.0,11.42,29.5,15.5
75330,2022,M Jansen,Sunrisers Hyderabad,8,192,32.0,274,7.0,8.56,39.14,27.43
75408,2022,AK Markram,Sunrisers Hyderabad,4,36,6.0,64,1.0,10.67,64.0,36.0
75455,2022,M Theekshana,Chennai Super Kings,9,210,35.0,261,12.0,7.46,21.75,17.5
75687,2022,JD Unadkat,Mumbai Indians,5,120,20.0,190,6.0,9.5,31.67,20.0
75792,2022,D Brevis,Mumbai Indians,1,3,0.3,8,1.0,16.0,8.0,3.0
75974,2022,R Powell,Delhi Capitals,1,6,1.0,17,,17.0,,
76204,2022,KR Sen,Rajasthan Royals,7,151,25.1,237,8.0,9.42,29.62,18.88
76543,2022,JR Hazlewood,Royal Challengers Bangalore,12,279,46.3,377,20.0,8.11,18.85,13.95
76573,2022,GJ Maxwell,Royal Challengers Bangalore,10,144,24.0,165,6.0,6.88,27.5,24.0
77045,2022,JDS Neesham,Rajasthan Royals,1,18,3.0,29,,9.67,,
77175,2022,Yash Dayal,Gujarat Titans,9,192,32.0,296,11.0,9.25,26.91,17.45
77334,2022,Shashank Singh,Sunrisers Hyderabad,2,12,2.0,20,,10.0,,
77341,2022,J Suchith,Sunrisers Hyderabad,5,108,18.0,140,7.0,7.78,20.0,15.43
77453,2022,Aman Hakim Khan,Kolkata Knight Riders,1,6,1.0,13,,13.0,,
77555,2022,FA Allen,Mumbai Indians,1,24,4.0,46,1.0,11.5,46.0,24.0
77688,2022,MP Stoinis,Lucknow Super Giants,5,42,7.0,79,4.0,11.29,19.75,10.5
78299,2022,AS Joseph,Gujarat Titans,9,180,30.0,264,7.0,8.8,37.71,25.71
78657,2022,OC McCoy,Rajasthan Royals,7,155,25.5,237,11.0,9.17,21.55,14.09
79179,2022,NT Ellis,Punjab Kings,2,36,6.0,55,3.0,9.17,18.33,12.0
79363,2022,RP Meredith,Mumbai Indians,8,168,28.0,236,8.0,8.43,29.5,21.0
79381,2022,HR Shokeen,Mumbai Indians,5,90,15.0,127,2.0,8.47,63.5,45.0
80316,2022,A Badoni,Lucknow Super Giants,2,12,2.0,11,2.0,5.5,5.5,6.0
80534,2022,R Dhawan,Punjab Kings,6,114,19.0,156,6.0,8.21,26.0,19.0
80801,2022,DJ Mitchell,Rajasthan Royals,2,12,2.0,27,,13.5,,
81139,2022,C Sakariya,Delhi Capitals,3,66,11.0,84,3.0,7.64,28.0,22.0
81262,2022,Harshit Rana,Kolkata Knight Riders,2,30,5.0,51,1.0,10.2,51.0,30.0
81306,2022,N Rana,Kolkata Knight Riders,2,12,2.0,23,,11.5,,
81367,2022,SS Iyer,Kolkata Knight Riders,1,6,1.0,7,,7.0,,
81633,2022,PJ Sangwan,Gujarat Titans,3,54,9.0,65,3.0,7.22,21.67,18.0
81914,2022,K Kartikeya,Mumbai Indians,4,78,13.0,102,5.0,7.85,20.4,15.6
82501,2022,Simarjeet Singh,Chennai Super Kings,6,108,18.0,138,4.0,7.67,34.5,27.0
82624,2022,AS Roy,Kolkata Knight Riders,2,42,7.0,55,1.0,7.86,55.0,42.0
83351,2022,SA Abbott,Sunrisers Hyderabad,1,24,4.0,47,1.0,11.75,47.0,24.0
83377,2022,Kartik Tyagi,Sunrisers Hyderabad,2,48,8.0,79,1.0,9.88,79.0,48.0
83384,2022,S Gopal,Sunrisers Hyderabad,1,18,3.0,34,1.0,11.33,34.0,18.0
83509,2022,MR Marsh,Delhi Capitals,4,72,12.0,102,4.0,8.5,25.5,18.0
84336,2022,Fazalhaq Farooqi,Sunrisers Hyderabad,3,72,12.0,110,2.0,9.17,55.0,36.0
84472,2022,MK Lomror,Royal Challengers Bangalore,2,12,2.0,18,,9.0,,
85216,2022,R Sai Kishore,Gujarat Titans,5,96,16.0,121,6.0,7.56,20.17,16.0
85564,2022,Ramandeep Singh,Mumbai Indians,3,36,6.0,54,6.0,9.0,9.0,6.0
86342,2022,PH Solanki,Chennai Super Kings,2,36,6.0,38,2.0,6.33,19.0,18.0
86348,2022,M Pathirana,Chennai Super Kings,2,42,7.0,52,2.0,7.43,26.0,21.0
86942,2022,R Sanjay Yadav,Mumbai Indians,1,12,2.0,23,,11.5,,
86960,2022,M Markande,Mumbai Indians,2,42,7.0,57,1.0,8.14,57.0,42.0
87428,2022,S Kaul,Royal Challengers Bangalore,1,24,4.0,43,,10.75,,
89356,2023,Mohammed Shami,Gujarat Titans,17,390,65.0,522,28.0,8.03,18.64,13.93
89362,2023,HH Pandya,Gujarat Titans,11,150,25.0,228,3.0,9.12,76.0,50.0
89374,2023,J Little,Gujarat Titans,10,204,34.0,294,7.0,8.65,42.0,29.14
89387,2023,Rashid Khan,Gujarat Titans,17,402,67.0,552,27.0,8.24,20.44,14.89
89405,2023,AS Joseph,Gujarat Titans,7,144,24.0,225,7.0,9.38,32.14,20.57
89423,2023,Yash Dayal,Gujarat Titans,5,84,14.0,165,2.0,11.79,82.5,42.0
89477,2023,DL Chahar,Chennai Super Kings,10,204,34.0,297,13.0,8.74,22.85,15.69
89483,2023,TU Deshpande,Chennai Super Kings,16,341,56.5,565,21.0,9.94,26.9,16.24
89495,2023,RS Hangargekar,Chennai Super Kings,2,36,6.0,60,3.0,10.0,20.0,12.0
89510,2023,MJ Santner,Chennai Super Kings,3,72,12.0,81,3.0,6.75,27.0,24.0
89516,2023,RA Jadeja,Chennai Super Kings,16,342,57.0,431,20.0,7.56,21.55,17.1
89599,2023,UT Yadav,Kolkata Knight Riders,8,114,19.0,189,1.0,9.95,189.0,114.0
89605,2023,TG Southee,Kolkata Knight Riders,2,36,6.0,79,2.0,13.17,39.5,18.0
89623,2023,SP Narine,Kolkata Knight Riders,14,288,48.0,383,11.0,7.98,34.82,26.18
89629,2023,CV Varun,Kolkata Knight Riders,14,316,52.4,429,20.0,8.15,21.45,15.8
89635,2023,SN Thakur,Kolkata Knight Riders,9,126,21.0,220,7.0,10.48,31.43,18.0
89722,2023,SM Curran,Punjab Kings,14,287,47.5,489,10.0,10.22,48.9,28.7
89728,2023,Arshdeep Singh,Punjab Kings,14,305,50.5,493,17.0,9.7,29.0,17.94
89746,2023,NT Ellis,Punjab Kings,10,228,38.0,339,13.0,8.92,26.08,17.54
89752,2023,Sikandar Raza,Punjab Kings,6,72,12.0,123,3.0,10.25,41.0,24.0
89771,2023,R Dhawan,Punjab Kings,4,42,7.0,60,1.0,8.57,60.0,42.0
89783,2023,RD Chahar,Punjab Kings,14,298,49.4,385,8.0,7.75,48.12,37.25
89789,2023,Harpreet Brar,Punjab Kings,11,163,27.1,218,9.0,8.02,24.22,18.11
89821,2023,KK Ahmed,Delhi Capitals,9,198,33.0,301,9.0,9.12,33.44,22.0
89827,2023,Mukesh Kumar,Delhi Capitals,10,186,31.0,326,8.0,10.52,40.75,23.25
89839,2023,C Sakariya,Delhi Capitals,2,48,8.0,89,3.0,11.12,29.67,16.0
89863,2023,AR Patel,Delhi Capitals,13,282,47.0,338,11.0,7.19,30.73,25.64
89869,2023,Kuldeep Yadav,Delhi Capitals,14,294,49.0,361,10.0,7.37,36.1,29.4
89946,2023,KR Mayers,Lucknow Super Giants,6,42,7.0,59,,8.43,,
89953,2023,JD Unadkat,Lucknow Super Giants,3,48,8.0,92,,11.5,,
