Sr.No.,Player,Nationality,Type,Season
124,Beuran Hendricks,Overseas,Pacer,2020
87,Beuran Hendricks,Overseas,Pacer,2018
94,Beuran Hendricks,Overseas,Pacer,2016
242,Bhargav Bhatt,Indian,Spinner,2019
219,Bhargav Bhatt,Indian,Spinner,2018
141,Bhargav Bhatt,Indian,Spinner,2017
213,Bhargav Bhatt,Indian,Spinner,2016
17,Billy Stanlake,Overseas,Pacer,2021
37,Blair Tickner,Overseas,Pacer,2021
101,Blair Tickner,Overseas,Pacer,2020
83,Blair Tickner,Overseas,Pacer,2019
29,Brad Hogg,Overseas,Pacer,2017
90,Brendan Doggett,Overseas,Pacer,2021
194,C.V Milind,Indian,Pacer,2020
47,Cameron Boyce,Overseas,Spinner,2016
241,C.V Milind,Indian,Pacer,2021
107,C.V Milind,Indian,Pacer,2019
338,C.V Milind,Indian,Pacer,2018
267,Chandrakant Sakure,Indian,Pacer,2017
172,Chandrakant Sakure,Indian,Pacer,2016
138,Cheepurupalli Stephen,Indian,Spinner,2021
315,Cheepurupalli Stephen,Indian,Spinner,2018
171,Cheepurupalli Stephen,Indian,Spinner,2017
109,Cheepurupalli Stephen,Indian,Spinner,2016
75,Chemar Holder,Overseas,Pacer,2021
243,Chemar Holder,Overseas,Pacer,2020
196,Chetan Sakariya,Indian,Pacer,2020
84,Chetan Sakariya,Indian,Pacer,2019
10,Dale Steyn,Overseas,Pacer,2019
29,Dale Steyn,Overseas,Pacer,2018
162,Dane Paterson,Overseas,Pacer,2019
131,Dane Paterson,Overseas,Pacer,2018
34,Daryn Dupavillon,Overseas,Pacer,2021
144,David Payne,Overseas,Pacer,2020
82,Dawlat Zadran,Overseas,Pacer,2018
37,Dawlat Zadran,Overseas,Pacer,2017
243,Deepak Chaudhary,Indian,Pacer,2018
176,Deepak Dalal,Indian,Spinner,2017
95,Devendra Bishoo,Overseas,Spinner,2016
245,Domnic Joseph Muthuswamy,Indian,Pacer,2018
217,Domnic Joseph Muthuswamy,Indian,Pacer,2016
103,Doug Bracewell,Overseas,Pacer,2020
71,Duanne Olivier,Overseas,Pacer,2018
55,Dushmantha Chameera,Overseas,Pacer,2021
89,Dushmantha Chameera,Overseas,Pacer,2020
83,Dushmantha Chameera,Overseas,Pacer,2017
65,Dushmantha Chameera,Overseas,Pacer,2016
127,Fawad Ahmed,Overseas,Spinner,2020
33,Fawad Ahmed,Overseas,Spinner,2019
134,Fawad Ahmed,Overseas,Spinner,2018
51,Fawad Ahmed,Overseas,Spinner,2017
91,Fazalhaq Farooqi,Overseas,Pacer,2021
27,Fidel Edwards,Overseas,Pacer,2021
43,Fidel Edwards,Overseas,Pacer,2016
187,G Periyasamy,Indian,Pacer,2021
195,G Periyasamy,Indian,Pacer,2020
225,Gourav Yadav,Indian,Pacer,2020
186,Gulbadin Naib,Overseas,Pacer,2019
69,Gulbadin Naib,Overseas,Pacer,2018
239,Gurvinder Singh,Indian,Pacer,2019
168,Gurvinder Singh,Indian,Pacer,2018
131,Hardik Patel,Indian,Spinner,2016
85,Hardus Viljoen,Overseas,Pacer,2021
51,Hardus Viljoen,Overseas,Pacer,2016
290,Harmeet Singh,Overseas,Spinner,2018
209,Harmeet Singh Bansal,Indian,Spinner,2016
23,Harry Gurney,Overseas,Pacer,2018
37,Hayden Walsh,Overseas,Spinner,2020
108,HS Sharath,Indian,Pacer,2016
30,Imran Tahir,Overseas,Spinner,2017
164,Iqbal Abdullah,Overseas,Spinner,2018
52,Ish Sodhi,Overseas,Spinner,2021
16,Ish Sodhi,Overseas,Spinner,2020
70,Ish Sodhi,Overseas,Spinner,2018
101,Ish Sodhi,Overseas,Spinner,2017
108,Ishan Porel,Indian,Pacer,2019
391,Ishan Porel,Indian,Pacer,2018
44,Ishant Sharma,Indian,Pacer,2018
1,Ishant Sharma,Indian,Pacer,2017
195,Ishwar Chandra Pandey,Indian,Pacer,2019
172,Ishwar Chandra Pandey,Indian,Pacer,2018
297,Ishwar Chaudhary,Indian,Pacer,2018
169,Ishwar Chaudhary,Indian,Pacer,2017
167,Israr Azim Khan,Indian,Pacer,2016
118,Jagadeesha Suchith,Indian,Spinner,2019
284,Jagadeesha Suchith,Indian,Spinner,2018
29,Jackson Bird,Overseas,Pacer,2016
33,Jacob Duffy,Overseas,Pacer,2021
3,James Pattinson,Overseas,Pacer,2020
19,James Pattinson,Overseas,Pacer,2019
5,James Pattinson,Overseas,Pacer,2016
141,Jasinder Singh,Indian,Pacer,2016
88,Jaskaran Singh,Indian,Pacer,2019
402,Jaskaran Singh,Indian,Pacer,2018
16,Jason Behrendorff,Overseas,Pacer,2021
398,Javed Khan,Indian,Pacer,2018
95,Jayden Seales,Overseas,Pacer,2021
39,Jerome Taylor,Overseas,Pacer,2018
27,Jerome Taylor,Overseas,Pacer,2017
45,Jerome Taylor,Overseas,Pacer,2016
108,Jhye Richardson,Overseas,Pacer,2018
164,Jiyas K,Indian,Spinner,2021
348,Jiyas K,Indian,Spinner,2018
36,Joel Paris,Overseas,Pacer,2021
110,Joel Paris,Overseas,Pacer,2018
219,Jon Russ Jaggesar,Overseas,Spinner,2021
2,Josh Hazlewood,Overseas,Pacer,2018
170,Junior Dala,Overseas,Pacer,2019
175,Junior Dala,Overseas,Pacer,2018
140,K M Asif,Indian,Pacer,2017
193,K Vignesh,Indian,Spinner,2019
172,K Vignesh,Indian,Spinner,2017
63,K.C Cariappa,Indian,Spinner,2020
110,K.C. Cariappa,Indian,Spinner,2019
254,K.C. Cariappa,Indian,Spinner,2018
233,K.K. Jiyaz,Indian,Spinner,2016
17,Kane Richardson,Overseas,Pacer,2019
251,Kanishk Seth,Indian,Pacer,2020
86,Kanishk Seth,Indian,Pacer,2019
128,Kanishk Seth,Indian,Pacer,2017
177,Karan Thakur,Indian,Pacer,2018
157,Karanveer Singh,Indian,Spinner,2021
240,Karanveer Singh,Indian,Spinner,2020
238,Karanveer Singh,Indian,Spinner,2019
140,Karanveer Singh,Indian,Spinner,2016
188,Karthik Meiyappan,Indian,Pacer,2021
138,Kartik Tyagi,Indian,Pacer,2019
196,Kartik Tyagi,Indian,Pacer,2018
127,Keshav Maharaj,Overseas,Spinner,2018
17,Kesrick Williams,Overseas,Pacer,2020
101,Kesrick Williams,Overseas,Pacer,2018
94,Kesrick Williams,Overseas,Pacer,2017
220,Kevin Koththigoda,Indian,Spinner,2021
128,Khary Pierre,Overseas,Spinner,2020
34,Khary Pierre,Overseas,Spinner,2019
136,Krishna Das,Indian,Pacer,2016
221,Krishnakant Upadhyay,Indian,Pacer,2016
89,Krismar Santokie,Indian,Pacer,2017
73,Krismar Santokie,Indian,Pacer,2016
151,Kuldeep Sen,Indian,Pacer,2021
45,Kuldeep Sen,Indian,Pacer,2020
85,Kuldeep Sen,Indian,Pacer,2019
223,Kuldip Yadav,Indian,Spinner,2019
251,Kuldip Yadav,Indian,Spinner,2018
185,Kulwant Khejroliya,Indian,Pacer,2021
62,Kulwant Khejroliya,Indian,Pacer,2020
191,Kushaal Wadhwani,Indian,Pacer,2021
241,Kushaal Wadhwani,Indian,Pacer,2019
299,Kushang Patel,Indian,Pacer,2019
184,Kushang Patel,Indian,Pacer,2018
67,Kyle Abbott,Overseas,Pacer,2020
14,Kyle Abbott,Overseas,Pacer,2018
6,Kyle Abbott,Overseas,Pacer,2017
96,Lahiru Kumara,Overseas,Pacer,2017
88,Lakshan Sandakan,Overseas,Spinner,2018
100,Lakshan Sandakan,Overseas,Spinner,2017
44,Lalit Yadav,Indian,Pacer,2020
332,Lalit Yadav,Indian,Pacer,2018
147,Lalith Yadav,Indian,Pacer,2019
33,Lasith Malinga,Overseas,Pacer,2018
2,Liam Plunkett,Overseas,Pacer,2021
4,Liam Plunkett,Overseas,Pacer,2020
8,Liam Plunkett,Overseas,Pacer,2018
181,Lizaad Williams,Overseas,Pacer,2018
40,Lockie Ferguson,Overseas,Pacer,2018
221,Lukman Hussain Meriwala,Indian,Pacer,2020
80,Lukman Hussain Meriwala,Indian,Pacer,2019
268,Lukman Iqbal Meriwala,Indian,Pacer,2018
97,Lungisani Ngidi,Overseas,Pacer,2017
219,Lutho Sipamla,Indian,Spinner,2019
259,M Mohammed,Indian,Spinner,2017
171,M. Mohammad,Indian,Spinner,2016
183,M. Ravi Kiran,Indian,Spinner,2017
222,Maheesh Theekshana,Overseas,Spinner,2021
282,Manik Gupta,Indian,Pacer,2017
220,Manjeet Kumar Chaudhary,Indian,Pacer,2019
166,Manjeet Kumar Chaudhary,Indian,Pacer,2017
259,Manjeetkumar Chaudhary,Indian,Pacer,2018
153,Manpreet Gony,Indian,Spinner,2018
53,Manpreet Grewal,Indian,Spinner,2019
81,Marchant De Lange,Overseas,Pacer,2020
23,Marchant De Lange,Overseas,Pacer,2019
53,Marchant De Lange,Overseas,Pacer,2018
87,Mark Steketee,Overseas,Pacer,2021
33,Mark Wood,Overseas,Pacer,2020
157,Mark Wood,Overseas,Pacer,2019
74,Matt Henry,Overseas,Pacer,2021
34,Matt Henry,Overseas,Pacer,2020
159,Matt Henry,Overseas,Pacer,2019
150,Matt Henry,Overseas,Pacer,2018
240,Matt Kelly,Overseas,Pacer,2021
247,Matt Kelly,Overseas,Pacer,2020
226,Mayank Dagar,Indian,Pacer,2017
73,Michael Beer,Overseas,Pacer,2018
52,Michael Beer,Overseas,Pacer,2017
86,Michael Beer,Overseas,Pacer,2016
158,Midhun Sudhesan,Indian,Spinner,2021
87,Miguel Cummins,Overseas,Spinner,2017
200,Mihir Hirwani,Indian,Spinner,2020
256,Mihir Hirwani,Indian,Spinner,2018
63,Mitchell McClenaghan,Overseas,Pacer,2021
32,Mitchell McClenaghan,Overseas,Pacer,2018
160,Mitchell Swepson,Overseas,Pacer,2018
88,Mitchell Swepson,Overseas,Pacer,2017
142,Mitrakant Yadav,Indian,Pacer,2016
150,Mohammad Javed,Indian,Pacer,2016
34,Mohammed Shami,Indian,Pacer,2018
395,Mohan Prasath,Indian,Pacer,2018
293,Mohit Jangra,Indian,Pacer,2019
65,Mohit Sharma,Indian,Pacer,2021
144,Mohsin Khan,Indian,Pacer,2019
287,Monu Kumar,Indian,Pacer,2017
3,Morne Morkel,Overseas,Pacer,2021
9,Morne Morkel,Overseas,Pacer,2019
43,Morne Morkel,Overseas,Pacer,2018
12,Mthokozisi Shezi,Indian,Pacer,2016
153,Mujtaba Yousuf,Indian,Pacer,2021
212,Mukesh Choudhary,Indian,Pacer,2021
246,Mukesh Choudhary,Indian,Pacer,2020
371,Mukesh Kumar Singh,Indian,Pacer,2018
119,Munaf Patel,Indian,Pacer,2018
26,Munaf Patel,Indian,Pacer,2016
9,Mustafizur Rahman,Overseas,Pacer,2020
189,Nandre Burger,Overseas,Pacer,2020
213,Nathan Ellis,Overseas,Pacer,2021
59,Nathan Ellis,Overseas,Pacer,2020
20,Nathan Lyon,Overseas,Spinner,2018
4,Nathan Lyon,Overseas,Spinner,2017
11,Nathan Lyon,Overseas,Spinner,2016
354,Nathu Singh,Indian,Pacer,2018
230,Navdeep Saini,Indian,Pacer,2016
64,Naveen Ul Haq,Overseas,Pacer,2021
125,Naveen Ul Haq,Overseas,Pacer,2020
218,Nayan Doshi,Indian,Spinner,2021
86,Neil Wagner,Overseas,Pacer,2021
164,Neil Wagner,Overseas,Pacer,2019
142,Neil Wagner,Overseas,Pacer,2018
139,Nidheesh M D Dinesan,Indian,Pacer,2021
268,Nidheesh M D Dinesan,Indian,Pacer,2019
180,Nikit Dhumal,Indian,Pacer,2017
149,Nikit Dhumal,Indian,Pacer,2016
277,Nishan Singh,Indian,Spinner,2017
161,Noor Ahmad,Overseas,Spinner,2021
39,Noor Ahmad,Overseas,Spinner,2020
151,Nuwan Kulasekara,Overseas,Spinner,2018
31,Nuwan Kulasekara,Overseas,Spinner,2016
100,Nuwan Pradeep,Overseas,Spinner,2020
77,Obed McCoy,Overseas,Pacer,2021
90,Obed McCoy,Overseas,Pacer,2020
39,Obed McCoy,Overseas,Pacer,2019
66,Oshane Thomas,Overseas,Pacer,2021
343,Oshane Thomas,Overseas,Pacer,2018
187,Paidakalva Vijay Kumar,Indian,Pacer,2017
239,Pankaj Jaswal,Indian,Pacer,2016
217,Pankaj Rao,Indian,Spinner,2019
155,Pankaj Singh,Indian,Pacer,2018
47,Pankaj Singh,Indian,Pacer,2017
77,Pankaj Singh,Indian,Pacer,2016
236,Pappu Roy,Indian,Spinner,2019
308,Parikshit Valsangkar,Indian,Spinner,2018
117,Parvinder Awana,Indian,Pacer,2018
90,Parvinder Awana,Indian,Pacer,2017
57,Parvinder Awana,Indian,Pacer,2016
123,Patrick Brown,Overseas,Pacer,2020
60,Patrick Brown,Overseas,Pacer,2019
256,Pawan Suyal,Indian,Pacer,2019
281,Pawan Suyal,Indian,Pacer,2018
210,Pawan Suyal,Indian,Pacer,2017
36,Peter Siddle,Overseas,Pacer,2018
263,Ponam Ponia,Indian,Pacer,2017
244,Pradeep Dadhe,Indian,Pacer,2018
154,Pradeep Sahu,Indian,Spinner,2021
237,Pradeep Sahu,Indian,Spinner,2020
237,Pradeep Sahu,Indian,Spinner,2019
145,Pradeep Sangwan,Indian,Pacer,2020
192,Pradeep Sangwan,Indian,Pacer,2019
278,Pradeep T,Indian,Spinner,2017
197,Pradeep Thippeswamy,Indian,Pacer,2020
250,Pradeep Thippeswamy,Indian,Pacer,2018
107,Pragyan Ojha,Indian,Spinner,2018
99,Pragyan Ojha,Indian,Spinner,2017
21,Pragyan Ojha,Indian,Spinner,2016
211,Prasanth Parameswaran,Indian,Pacer,2016
403,Prasidh Krishna,Indian,Pacer,2018
185,Prasidh Krishna,Indian,Pacer,2017
169,Prasidh Krishna,Indian,Pacer,2016
148,Prathamesh Ganesh Dake,Indian,Spinner,2021
104,Praveen Kumar,Indian,Pacer,2018
235,Pravin Tambe,Indian,Pacer,2018
189,Prince Balwant Rai Singh,Indian,Pacer,2021
178,Pritam Das,Indian,Spinner,2017
160,Prithvi Raj Yarra,Indian,Spinner,2021
257,Prithvi Raj Yarra,Indian,Spinner,2020
138,Pulkit Narang,Indian,Pacer,2016
239,Puneet Datey,Indian,Pacer,2020
50,Qais Ahmad,Indian,Pacer,2021
126,Qais Ahmad,Indian,Pacer,2020
137,R. Sai Kishore,Indian,Spinner,2019
288,R. Sai Kishore,Indian,Spinner,2018
181,R. Sai Kishore,Indian,Spinner,2017
289,Rahil S Shah,Indian,Pacer,2018
184,Rahil S Shah,Indian,Pacer,2017
242,Rahil S Shah,Indian,Pacer,2016
179,Rahul Kanojia,Indian,Spinner,2017
51,Rahul Sharma,Indian,Spinner,2021
35,Rahul Sharma,Indian,Spinner,2019
109,Rahul Sharma,Indian,Spinner,2018
65,Rahul Sharma,Indian,Spinner,2017
53,Rahul Sharma,Indian,Spinner,2016
52,Rahul Shukla,Indian,Pacer,2020
226,Rahul Shukla,Indian,Pacer,2019
217,Rahul Shukla,Indian,Pacer,2018
158,Rahul Shukla,Indian,Pacer,2017
212,Rahul Shukla,Indian,Pacer,2016
235,Rajat Goel,Indian,Pacer,2019
96,Rajesh Bishnoi,Indian,Spinner,2019
155,Rajesh Bishnoi,Indian,Spinner,2017
244,Rajesh Bishnoi,Indian,Spinner,2016
106,Rajneesh Gurbani,Indian,Pacer,2019
412,Rajneesh Gurbani,Indian,Pacer,2018
319,Rajwinder Singh,Indian,Pacer,2018
173,Rajwinder Singh,Indian,Pacer,2017
113,Rajwinder Singh,Indian,Pacer,2016
166,Rance Seth,Indian,Pacer,2019
171,Rance Seth,Indian,Pacer,2019
215,Ravi Balhara,Indian,Spinner,2019
297,Ravi Kiran Majeti,Indian,Pacer,2019
390,Ravi Kiran Majeti,Indian,Pacer,2018
117,Ravi Sai Kishore,Indian,Spinner,2019
84,Reece Topley,Overseas,Pacer,2021
38,Riley Meredith,Overseas,Pacer,2020
63,Riley Meredith,Overseas,Pacer,2019
379,Rishi Arothe,Indian,Pacer,2018
114,Rishi Arothe,Indian,Pacer,2017
148,Rishi Arothe,Indian,Pacer,2016
215,Ronit More,Indian,Pacer,2021
302,Ronit More,Indian,Pacer,2019
273,Ronit More,Indian,Pacer,2018
149,Ronit More,Indian,Pacer,2017
234,Ronit More,Indian,Pacer,2016
56,Ronsford Beaton,Overseas,Pacer,2018
102,Ronsford Beaton,Overseas,Pacer,2017
221,Royston Dias,Overseas,Pacer,2019
194,Royston Dias,Overseas,Pacer,2018
203,Royston Dias,Overseas,Pacer,2016
49,Rudra Pratap Singh,Indian,Pacer,2017
201,S Manigandan,Indian,Pacer,2020
78,Sachithra Senanayaka,Indian,Spinner,2018
41,Sachithra Senanayaka,Indian,Spinner,2016
255,Safvan Patel,Indian,Pacer,2020
298,Safvan Patel,Indian,Pacer,2019
190,Sagar Udeshi,Indian,Spinner,2021
205,Sagar Udeshi,Indian,Spinner,2020
30,Samuel Badree,Indian,Pacer,2018
88,Sandeep Lamichhane,Overseas,Spinner,2021
90,Sandeep Warrier,Indian,Pacer,2019
283,Sandeep Warrier,Indian,Pacer,2018
135,Sandeep Warrier,Indian,Pacer,2017
78,Saqib Mahmood,Indian,Pacer,2020
226,Sarabjit Ladda,Indian,Spinner,2018
246,Sarabjit Ladda,Indian,Spinner,2017
231,Satyajeet Bachhav,Indian,Spinner,2020
91,Satyajeet Bachhav,Indian,Spinner,2019
239,Saurabh Dubey,Indian,Pacer,2021
61,Saurabh Dubey,Indian,Pacer,2020
134,Saurabh Kumar,Indian,Spinner,2016
214,Sayan Ghosh,Indian,Pacer,2021
242,Sayan Ghosh,Indian,Pacer,2020
166,Sayan Ghosh,Indian,Pacer,2016
163,Sayed Shirzad,Indian,Pacer,2019
122,Scott Boland,Overseas,Pacer,2018
73,Sean Abbott,Overseas,Pacer,2021
14,Sean Abbott,Overseas,Pacer,2020
169,Sean Abbott,Overseas,Pacer,2019
99,Sean Abbott,Overseas,Pacer,2018
181,Seth Rance,Indian,Pacer,2019
133,Seth Rance,Indian,Pacer,2018
137,Seth Rance,Indian,Pacer,2016
223,Shadab Jakati,Indian,Spinner,2018
182,Shakti Malviya,Indian,Pacer,2017
35,Shannon Gabriel,Overseas,Spinner,2021
124,Shannon Gabriel,Overseas,Spinner,2018
92,Shannon Gabriel,Overseas,Spinner,2017
27,Shannon Gabriel,Overseas,Spinner,2016
143,Shapoor Zadran,Overseas,Spinner,2018
13,Shaun Tait,Overseas,Pacer,2016
13,Sheldon Cottrell,Overseas,Pacer,2021
54,Sheldon Cottrell,Overseas,Pacer,2019
56,Sheldon Cottrell,Overseas,Pacer,2019
149,Sheldon Cottrell,Overseas,Pacer,2018
85,Sheldon Cottrell,Overseas,Pacer,2017
190,Shelly Shaurya,Indian,Spinner,2018
203,Shiva Singh,Indian,Pacer,2020
235,Shivil Kaushik,Indian,Spinner,2020
355,Shivil Kaushik,Indian,Spinner,2018
320,Shubek Gill,Indian,Pacer,2018
284,Shubek Gill,Indian,Pacer,2017
258,Shubham Mavi,Indian,Pacer,2017
170,Shubham Mavi,Indian,Pacer,2016
186,Siddarth Trivedi,Indian,Pacer,2017
249,Siddarth Trivedi,Indian,Pacer,2016
232,Siddharth Desai,Indian,Spinner,2019
347,Siddharth Desai,Indian,Spinner,2018
216,Simarjeet Singh,Indian,Pacer,2021
191,Stephen Chipurupalli,Indian,Pacer,2020
143,Stephen Chipurupalli,Indian,Pacer,2019
158,Steven Finn,Overseas,Pacer,2019
22,Steven Finn,Overseas,Pacer,2018
394,Subodh Bhati,Indian,Pacer,2018
176,Sudeep Tyagi,Indian,Pacer,2019
156,Sudeep Tyagi,Indian,Pacer,2018
78,Sudeep Tyagi,Indian,Pacer,2016
97,Sulieman Benn,Overseas,Pacer,2016
294,Suraj Kamath,Indian,Spinner,2019
152,Suranga Lakmal,Overseas,Pacer,2018
28,Suranga Lakmal,Overseas,Pacer,2017
250,Sushant Mishra,Indian,Pacer,2020
159,Syed Mehdi Hasan,Overseas,Spinner,2017
131,Tabraiz Shamsi,Overseas,Spinner,2020
135,Tabrez Shamsi,Overseas,Spinner,2018
139,Tabrez Shamsi,Overseas,Spinner,2016
221,Tanveer Sangha,Overseas,Spinner,2021
96,Tanveer Ul haq,Overseas,Pacer,2021
199,Tanveer Ul haq,Overseas,Pacer,2020
300,Tanveer Ul Haq,Overseas,Pacer,2019
183,Tanveer Ul Haq,Overseas,Pacer,2018
168,Tanveer Ul Haq,Overseas,Pacer,2017
80,Taskin Ahmed,Overseas,Pacer,2017
64,Taskin Ahmed,Overseas,Pacer,2016
145,Tejas Singh Baroka,Indian,Spinner,2021
233,Tejas Singh Baroka,Indian,Spinner,2020
201,Tejas Singh Baroka,Indian,Spinner,2018
157,Thomas Helm,Overseas,Pacer,2018
25,Tim Southee,Overseas,Pacer,2021
10,Tim Southee,Overseas,Pacer,2020
90,Tino Best,Overseas,Spinner,2016
147,Tushar Deshpande,Indian,Pacer,2021
104,Tushar Deshpande,Indian,Pacer,2019
401,Tushar Deshpande,Indian,Pacer,2018
136,Tushar Deshpande,Indian,Pacer,2017
165,Tushar Deshpande,Indian,Pacer,2016
105,Tymal Mills,Overseas,Pacer,2020
29,Tymal Mills,Overseas,Pacer,2019
25,Tymal Mills,Overseas,Pacer,2018
224,Umar Nazir Mir,Overseas,Pacer,2019
340,Umar Nazir Mir,Overseas,Pacer,2018
193,Umar Nazir Mir,Overseas,Pacer,2017
60,Vaibhav Arora,Indian,Pacer,2020
62,Varun Aaron,Indian,Pacer,2021
116,Varun Aaron,Indian,Pacer,2018
237,Varun Choudhary,Indian,Pacer,2021
278,Varun Khanna,Indian,Spinner,2018
163,Varun Khanna,Indian,Spinner,2017
275,Veer Pratap Singh,Indian,Pacer,2018
165,Veer Pratap Singh,Indian,Pacer,2017
235,Veer Pratap Singh,Indian,Pacer,2016
91,Veerasammy Permaul,Indian,Spinner,2016
177,Vijay Gohil,Indian,Spinner,2017
223,Vijayakanth Viyaskanth,Indian,Pacer,2021
270,Vikas Tokas,Indian,Pacer,2018
132,Vikas Tokas,Indian,Pacer,2017
272,Vikash Singh,Indian,Pacer,2017
325,Vinay Choudhary,Indian,Spinner,2018
120,Vinay Choudhary,Indian,Spinner,2016
2,Vinay Kumar,Indian,Pacer,2020
50,Vinay Kumar,Indian,Pacer,2019
129,Waqar Salamkheil,Indian,Spinner,2020
183,Wesley Agar,Overseas,Pacer,2021
162,Xavier Bartlett,Overseas,Pacer,2021
342,Yarra Raj,Indian,Spinner,2018
193,Yash Dayal,Indian,Pacer,2020
82,Yash Dayal,Indian,Pacer,2019
112,Yuvraj Chudasama,Indian,Spinner,2019
271,Yuvraj Chudasama,Indian,Spinner,2018
175,Yuvraj Chudasama,Indian,Spinner,2017
231,Yuvraj Chudasama,Indian,Spinner,2016
36,Zahir Khan Pakteen,Indian,Spinner,2020
61,Zahir Khan Pakteen,Indian,Spinner,2019
249,Zahoor Khan,Indian,Pacer,2020
217,Zeeshan Ansari,Indian,Spinner,2021
230,Zeeshan Ansari,Indian,Spinner,2020
233,Zeeshan Ansari,Indian,Spinner,2019
346,Zeeshan Ansari,Indian,Spinner,2018
384,Abhishek Gupta,Indian,Wicket Keeper,2018
198,Agniv Pan,Indian,Wicket Keeper,2020
287,Ajay Rohera,Indian,Wicket Keeper,2019
5,Alex Carey,Overseas,Wicket Keeper,2021
11,Alex Carey,Overseas,Wicket Keeper,2019
105,Alex Carey,Overseas,Wicket Keeper,2018
41,Anamul Haque Bijoy,Indian,Wicket Keeper,2017
183,Andre Fletcher,Overseas,Wicket Keeper,2019
82,Andre Fletcher,Overseas,Wicket Keeper,2017
53,Ankush Bains,Indian,Wicket Keeper,2020
182,Ankush Bains,Indian,Wicket Keeper,2018
179,Anmol Malhotra,Indian,Wicket Keeper,2020
140,Anmol Malhotra,Indian,Wicket Keeper,2019
334,Anmol Malhotra,Indian,Wicket Keeper,2018
101,Anuj Rawat,Indian,Wicket Keeper,2019
326,Anuj Rawat,Indian,Wicket Keeper,2018
180,Arun Karthick,Indian,Wicket Keeper,2021
273,Arun Karthick,Indian,Wicket Keeper,2020
150,Arun Karthick,Indian,Wicket Keeper,2019
97,Arun Karthik Basker,Indian,Wicket Keeper,2019
208,Aryan Juyal,Indian,Wicket Keeper,2021
43,Aryan Juyal,Indian,Wicket Keeper,2020
130,Aryan Juyal,Indian,Wicket Keeper,2019
142,Avi Barot,Indian,Wicket Keeper,2021
169,Avi Barot,Indian,Wicket Keeper,2020
168,Avi Barot,Indian,Wicket Keeper,2016
70,Ben Duckett,Overseas,Wicket Keeper,2021
116,Ben Dunk,Overseas,Wicket Keeper,2020
81,Ben Dunk,Overseas,Wicket Keeper,2017
81,Ben Dunk,Overseas,Wicket Keeper,2016
72,Ben McDermott,Overseas,Wicket Keeper,2021
119,Ben McDermott,Overseas,Wicket Keeper,2020
32,Ben McDermott,Overseas,Wicket Keeper,2019
166,Ben McDermott,Overseas,Wicket Keeper,2018
120,Ben McDermott,Overseas,Wicket Keeper,2017
3,Brad Haddin,Overseas,Wicket Keeper,2017
2,Brad Haddin,Overseas,Wicket Keeper,2016
185,Brendan Taylor,Overseas,Wicket Keeper,2019
189,C.M. Gautam,Indian,Wicket Keeper,2018
268,C.M. Gautam,Indian,Wicket Keeper,2017
101,C.M. Gautam,Indian,Wicket Keeper,2016
133,Cameron Bancroft,Overseas,Wicket Keeper,2016
106,Chadwick Walton,Overseas,Wicket Keeper,2018
81,Denesh Ramdin,Overseas,Wicket Keeper,2018
179,Dhruv Jurel,Indian,Wicket Keeper,2021
335,Dhruv Raval,Indian,Wicket Keeper,2018
23,Dinesh Chandimal,Overseas,Wicket Keeper,2017
113,Dishant Yagnik,Indian,Wicket Keeper,2017
225,Dishant Yagnik,Indian,Wicket Keeper,2016
162,Eklavya Dwivedi,Indian,Wicket Keeper,2018
261,Gitansh Khera,Indian,Wicket Keeper,2018
285,Gitansh Khera,Indian,Wicket Keeper,2017
49,Glenn Phillips,Overseas,Wicket Keeper,2021
120,Glenn Phillips,Overseas,Wicket Keeper,2020
46,Glenn Phillips,Overseas,Wicket Keeper,2019
80,Glenn Phillips,Overseas,Wicket Keeper,2018
125,Glenn Phillips,Overseas,Wicket Keeper,2017
386,Hamza Tariq,Overseas,Wicket Keeper,2018
210,Harvik Desai,Indian,Wicket Keeper,2019
333,Harvik Desai,Indian,Wicket Keeper,2018
27,Heinrich Klaasen,Overseas,Wicket Keeper,2020
291,Ian Dev Singh Chauhan,Indian,Wicket Keeper,2017
197,Ian Dev Singh Chauhan,Indian,Wicket Keeper,2016
250,Indrajith Baba,Indian,Wicket Keeper,2019
376,Jaskaranvir Singh Sohi,Indian,Wicket Keeper,2018
129,Jaskaranvir Singh Sohi,Indian,Wicket Keeper,2017
147,Jaskaranvir Singh Sohi,Indian,Wicket Keeper,2016
186,Jitesh Sharma,Indian,Wicket Keeper,2020
79,Jitesh Sharma,Indian,Wicket Keeper,2019
266,Jitesh Sharma,Indian,Wicket Keeper,2018
182,Johnson Charles,Overseas,Wicket Keeper,2019
46,Johnson Charles,Overseas,Wicket Keeper,2018
79,Johnson Charles,Overseas,Wicket Keeper,2017
54,Johnson Charles,Overseas,Wicket Keeper,2016
12,Jonny Bairstow,Overseas,Wicket Keeper,2018
5,Jonny Bairstow,Overseas,Wicket Keeper,2017
207,Josh Inglis,Overseas,Wicket Keeper,2021
242,K.B Arun Karthik,Indian,Wicket Keeper,2018
275,K.B Arun Karthik,Indian,Wicket Keeper,2017
216,K.B Arun Karthik,Indian,Wicket Keeper,2016
182,K.L Shrijith,Indian,Wicket Keeper,2021
144,Kedar Devdhar,Indian,Wicket Keeper,2021
56,Kedar Devdhar,Indian,Wicket Keeper,2020
77,Kedar Devdhar,Indian,Wicket Keeper,2019
300,Kedar Devdhar,Indian,Wicket Keeper,2018
